time,text
17:56:00,"Lower Broadway in Corpus Christi at 5:56, exactly 6 minutes late. He had been late before—James Lehrer—http://bit.ly/1d8QGBk—#twitterfiction"
17:57:00,All that is certain is that Hall called down at 5:57 pm .—Jon Krakauer—http://bit.ly/1jJh4ng—#twitterfiction
17:58:00,My lifelong involvement with Mrs. Dempster began at 5:58 pm. on 27 December 1908—W&W&Basen—http://bit.ly/1eDMUB6—#twitterfiction
17:59:00,"Gräf immediately gives chase, but is driven off at 5:59 pm. by a land-based aircraft—Bercuson&Herwig—http://bit.ly/1eOrpsP—#twitterfiction"
18:00:00,Digestion stronger Winter 2:00 pm-6:00 pm Nervous system activates Spring—John Douillard—http://bit.ly/NIhOOb—#twitterfiction
18:01:00,"Instantly, at 6:01 pm., he flashed Beatty by searchlight: “Where is enemy's battle fleet?” —R.Massie—http://bit.ly/MFm6Vx—#twitterfiction"
18:02:00,"According to race headquarters, I had checked into Knik at 6:02 pm Sat. and I'd never left— O'Donoghue—http://bit.ly/1jJI8T8—#twitterfiction"
18:03:00,last departure from the top 6:03 PM in summer. Don't let high altitude sickness get you down.—Fodor's—http://bit.ly/NIdJti—#twitterfiction
18:04:00,He glanced at the time — 6:04 pm — before tossing it over to the men —Scott Simon—http://bit.ly/NIhA9z—#twitterfiction
18:05:00,6:05 pm. Please tell the gentleman who furnished our lunch that it's fine—Richard Montague—http://bit.ly/NiqWcl—#twitterfiction
18:06:00, then at 6:06 pm. he pulled Hazmi over. I asked him to come back to my car—James Bamford—http://bit.ly/MFnbMZ—#twitterfiction
18:07:00,"FRIDAY, SEPTEMBER 8 6:07 pm . PRACTICE FINALLY ENDED TEN MINUTES ago.—Sandra Neil Wallace—http://bit.ly/1mNRstO—#twitterfiction"
18:08:00,We wait patiently. 6:08 pm. EST Todd “Semen” Niemen crawls near the porch—Trey Hamburger—http://bit.ly/1cuOfFV—#twitterfiction
18:09:00,"6:09pm. EST While running, tragedy strikes when a pigeon flies into Jeff Trenton's head—Trey Hamburger—http://bit.ly/1fAAkE0—#twitterfiction"
18:10:00,6:10 p.m. My husband calls to “thank” me for deferring Jennifer's call to him.—Cole&Joffrey&Rakhra—http://bit.ly/1gMiPxg—#twitterfiction
18:11:00,"At 6:10 and 6:11 P.M. on April 27, 1955, top-secret cables went out from the State Department—Logevall—http://bit.ly/MHtks3—#twitterfiction"
18:12:00,at approximately 6:12 pm He was wearing a yellow shortsleeved shirt and white shorts —Graham Masterton—http://bit.ly/1fyXISi—#twitterfiction
18:13:00,"front yard of my ex-girlfriend Deborah's house, tomoro at 6:13pm. Please tell anybody else —D.Eggers—http://bit.ly/1dOjaND—#twitterfiction"
18:14:00,Charles P. “Rodney” Chandler's 6:14 pm. time check from his mobile radio studio in the hotel suite—Winn—http://bit.ly/MEZ6pG—#twitterfiction
18:15:00,"he will get his other doses at 10:15 A.M., 2:15 pm, and, if necessary, at 6:15 pm—Larry B. Silver—http://bit.ly/1jJgXIm—#twitterfiction"
18:16:00,"6:16 pm.: A crazy man comes up and tells me that the rapture is coming on May 22, 2011.—Mark Rosenberg—http://bit.ly/1eOpWCG—#twitterfiction"
18:17:00,At 6:17 pm. the FBI's Dallas field office receives official word from 8th Air Force HQ—Kal K. Korff—http://bit.ly/1g254Zv—#twitterfiction
18:18:00,"All regular clerks who reported at 6:18 pm, are required to work one hour overtime!"" —Charles Bukowski—http://bit.ly/1hw7Jic—#twitterfiction"
18:19:00,"By 6:19 pm, Nathan is ready to do something, anything, but the options are all bad.—Don Borchert—http://bit.ly/1eEouY4—#twitterfiction"
18:20:00,"we need to be in the car, with the engine running, at 6:20 pm. at the latest.—@rayadverb—http://bit.ly/1hB7lyr—#twitterfiction"
18:21:00,"6:21 P.M., the Bel Air police received a garbled telephone call from the Crossley mansion—G.Masterton—http://bit.ly/1hUiNUU—#twitterfiction"
18:22:00,"6:22 PM. 'So let me get this straight,' said the Lady. 'You “harpooned” the alien queen—Enthoven—http://bit.ly/1gJJRFh—#twitterfiction"
18:23:00,"At 6:23 pm, they would have to flip off their radios and TVs. Among them was my father —Joshua Prager—http://bit.ly/1d9AT5l—#twitterfiction"
18:24:00,"At 6:24 pm, EST, Christmas Eve, the priority message from T reached the enormous plotting room—Penzler—http://bit.ly/1cuNXyG—#twitterfiction"
18:25:00,"When 6:25 turns into 6:45 and you can't get her phone, begin to worry that something's wrong—D.Israel—http://bit.ly/1dObpHC—#twitterfiction"
18:26:00,"Sunday, July 28 (Moon in Aquarius to Pisces 6:26 pm). Anxiety is in the air—BDD—http://bit.ly/MFiyCG—#twitterfiction"
18:27:00,The strong man had succumbed to a massive heart attack and was pronounced dead at 6:27 pm—James Rosen—http://bit.ly/1km08Gd—#twitterfiction
18:28:00,tons of stories coming out about Libya; the last one before the bombing came through at 6:28PM—Chomsky—http://bit.ly/1gMjsXE—#twitterfiction
18:29:00,"6:29 pm., he left with Kostov. I counted silently to 30, then grabbed the bag with the money—R.Wittman—http://bit.ly/1fAJJph—#twitterfiction"
18:30:00,"At 6:30pm he had called in at the Eagle and Child, carrying his few overnight possessions—Colin Dexter—http://bit.ly/1g26bIK—#twitterfiction"
18:31:00,"We landed in Green Bay at 6:31 pm. and 15 mins later DH, DC, AB and I climbed aboard —Jerry Kramer—http://bit.ly/1hB1lpu—#twitterfiction"
18:32:00,"At 6:32 pm, CBS Sports, thinking Rather was waiting at the anchor desk, went off the air.—Ken Auletta—http://bit.ly/1eOApy7—#twitterfiction"
18:33:00,"At 6:33 pm., Beatty reached his new station ahead of the battle fleet's new course—R.Massie—http://bit.ly/NhOXjG—#twitterfiction"
18:34:00,It was at 6:34 pm that the news came through that Mrs. Thatcher had received 204 votes.—Julian Barnes—http://bit.ly/1kFPuHm—#twitterfiction
18:35:00,"6:35 pm. Seated at the restaurant. The buffet is wonderful.—Cole, Joffrey, Rakhra—http://bit.ly/1dOMbZF—#twitterfiction"
18:36:00,But at 6:36 pm his Enigma board lit up.—Bercuson&Herwig—http://bit.ly/1mNBu2Z—#twitterfiction
18:37:00,"September 4, 1907, the sun rose at 5:31 am. and set at 6:37 pm.—Annie Cohen-Solal—http://bit.ly/1cklCRi—#twitterfiction"
18:38:00,"he was again there, alone, from 6:38 pm to 9:52 pm Amid his flurry of solitary activity—David Willman—http://bit.ly/1hRlmqw—#twitterfiction"
18:39:00,FLIGHT 701 WENT back in the air at 6:39 with enough fuel in its tanks to circle the airport—B.Koerner—http://bit.ly/1hvvBmn—#twitterfiction
18:40:00,"December 24,1985 / 6:40 p.m. The line of cars was backed up nearly a mile onto Elm Street—Mick Foley—http://bit.ly/1mP5USB—#twitterfiction"
18:41:00,"6:41PM. Aboard the cruise ship Bonnie Prince Charlie I'm lying on my back, looking up at the sky—Ungar—http://bit.ly/NlUnKq—#twitterfiction"
18:42:00,The police log entry for 6:42 pm reads: John Carson states they are using women and children—P.Edwards—http://bit.ly/1fRZIDZ—#twitterfiction
18:43:00,"At 6:43 pm., Houston gave McCreary the flight vectors to McComb and advised him lo turn around—G.Odom—http://bit.ly/1fSvErF—#twitterfiction"
18:44:00,"Finally, at 6:44 pm, Mr. Heynes calls the police department and reports his wife missing—Zugibe&Carroll—http://bit.ly/OOiGln—#twitterfiction"
18:45:00,"6:45 p.m. Ooh, telephone—maybe someone inviting me to an election party! —Fielding—http://bit.ly/1cwmug7—#twitterfiction"
18:46:00,"At 6:46 pm a call from the same Lalo of day before, inviting subject to come—Manuel Puig—http://bit.ly/1eDNVJv—#twitterfiction"
18:47:00,Hala got out her phone and checked the time: 6:47 pm. She had eighteen minutes—James Patterson—http://bit.ly/1fABS0R—#twitterfiction
18:48:00,"At 6:48 p.m. in Texas, or 7:48 p.m. back east, the networks began calling Florida for Gore—Peter Baker—http://bit.ly/1ltmuFR—#twitterfiction"
18:49:00,"At 6:49 pm, I heard two knocks at the door. It was Iadhum—and Kostov—Robert K. Wittman, ‎John Shiffman—http://bit.ly/1ckmMw1—#twitterfiction"
18:50:00,"He leaned in Ted's window, just as the trooper had. Ted turned down 6:50 pm—Klein—http://bit.ly/1dOJEP1—#twitterfiction"
18:51:00,"Lise, behind Reception, is at work. The clock on the computer reads 6:51 pm—Ali Smith—http://bit.ly/1fRTxzE—#twitterfiction"
18:52:00,"At 6:52 pm. there is an incoming radio signal. “To Bahr. Attack permitted—D.Bercuson, ‎H.Herwig—http://bit.ly/1d8KGIO—#twitterfiction"
18:53:00,6:53 pm—JL1628 advised that they no longer had contact with the traffic. —Don Berliner—http://bit.ly/1ofFnsP—#twitterfiction
18:54:00,"Saturday, October 9th, 6:54 p.m. Quantico The phone rang in the conference room.—Clancy—http://bit.ly/1eK23Rk—#twitterfiction"
18:55:00,6:55 pm. Bajaratt checked her dress for the most important moment of her life—Robert Ludlum—http://bit.ly/1mNQOg8—#twitterfiction
18:56:00,"she looks away, just for the mere split of a second, and when she looks back it's already 6:56pm—Smith—http://bit.ly/1ofsnUc—#twitterfiction"
18:57:00,6:57 pm Elizabeth points out that she can just come in through the bathroom—Suzanne&Pascal—http://bit.ly/1g21bnw—#twitterfiction
18:58:00,"The time currently as is shown on our clock, also, in military time is 1858 hours, or 6:58pm Ok?—Mayer—http://bit.ly/1lskjCC—#twitterfiction"
18:59:00,"6:59 pm E responds that if that's true, J should leave the room and come downstairs—Suzanne&Pascal—http://bit.ly/1hwiNMj—#twitterfiction"
19:00:00,JUST GET OUT!” And then they do. They are gone. The last flying 7:00 pm.—Marion Winik—http://bit.ly/1pNt0rC—#twitterfiction
19:01:00,"At 7:01 pm, a D.C. police officer stopped the Caprice while it was headed north—Horwitz&Ruane—http://bit.ly/1hwgFnY—#twitterfiction"
19:02:00,The destruction of Flight 103 is two people asleep on each other's shoulders at 7:02 pm—Ken Dornstein—http://bit.ly/1bWm7R0—#twitterfiction
19:03:00,Be careful. And don't forget you still owe me that interview. The e-mail was sent at 7:03pm—Lisa Unger—http://bit.ly/1bWOEpJ—#twitterfiction
19:04:00,"Marlena, yesterday at 9:18 A.M. Marlena, the day before at 7:04 pm—Chris Pavone—http://bit.ly/1kmxV1Y—#twitterfiction"
19:05:00,7:05 pm. Jessica spends five minutes arguing with Steven over the remote —Suzanne&Pascal—http://bit.ly/1mNvmaW—#twitterfiction
19:06:00,white smoke had spilled out of the chimney of the Sistine Chapel at 7:06 PM—R.Moynihan—http://bit.ly/NKwzjg—#twitterfiction
19:07:00,"... on the mattress, facedown, in the same exact position as the night before...7:07 pm.—Ernest Cline—http://bit.ly/1cux1sa—#twitterfiction"
19:08:00,S had about 4 minutes before the cops started looking...at 7:08pm...S would be the only one...—Stewart—http://bit.ly/1hRhPso—#twitterfiction
19:09:00,"(Moon into Sagittarius, 7:09pm.) Use your intuition 2 get a sense of your day. Be kind & understanding—http://bit.ly/1cwnb9d—#twitterfiction"
19:10:00,Two cyclists arrived threatening to open fire if the palace did not surrender by 7:10 pm. —Moynahan—http://bit.ly/1mNx9ga—#twitterfiction
19:11:00,"7:10 pm Elizabeth bursts into Jessica's room through the bathroom—Jamie Suzanne, ‎Francine Pascal—http://bit.ly/1fSpI1Z—#twitterfiction"
19:12:00,Bush called everyone back in and at 7:12 pm. gave the order to execute the strike.—Elisabeth Bumiller—http://bit.ly/1cuKUql—#twitterfiction
19:13:00,"It would say 7:13 pm After we lost to Iowa, I said “You've got to make 13 a positive number—P.Summitt—http://bit.ly/NIjBme—#twitterfiction"
19:14:00,"That was striking too close to family. At 7:14 pm., Kane placed a quick call—Julian Sher, ‎W.Marsden—http://bit.ly/1g1Lexv—#twitterfiction"
19:15:00,"This partial phase ends at 7:15 pm., PST...Partial eclipse of the Moon—Judson D. Hale—http://bit.ly/1cuJlbX—#twitterfiction"
19:16:00,"The transistor radios youths carried announced at 7:16 pm. that in Memphis, Tenn. an assassin...—Graham—http://bit.ly/NHCdTx—#twitterfiction"
19:17:00,"a giant floodlighted sign that advertises a Reno hotel, just at 7:17 pm—Dennis J. Reader—http://bit.ly/1mNqwuc—#twitterfiction"
19:18:00,"Finally, at 7:18 pm, Gonzales authorized the emergency request and the FBI was contacted—James Bamford—http://bit.ly/1g1wmPE—#twitterfiction"
19:19:00,7:19 pm “WHO ARE You?” The hooded figure bent close to the gate. —Barth Anderson—http://bit.ly/Niw6Ff—#twitterfiction
19:20:00,"At the very least, she would find his dinner offer 7:20 pm. ...—Daniel M. Klein—http://bit.ly/1gK0ZuN—#twitterfiction"
19:21:00,"At 7:21, the third of Scheer's orders was hoisted: a mass destroyer attack on the Grand Fleet—R.Massie—http://bit.ly/1g21xun—#twitterfiction"
19:22:00,"At 7:22 pm., the battle fleet turned 2 points [22 degrees] away to port—R.Massie—http://bit.ly/1lrVG8Q—#twitterfiction"
19:23:00,7:23 pm. — Receive phone call from school official with talent for sarcasm—@rayadverb—http://bit.ly/1i3lV5c—#twitterfiction
19:24:00,"Two hours before the scheduled 7:24 pm big bang, the Strip was already closed to traffic—A.Martinez—http://bit.ly/1pNgBE6—#twitterfiction"
19:25:00,7:25 pm: Unbelievable! Boss wants budget proposal a week ahead of planned deadline.—Deanne Panday—http://bit.ly/1gJW2St—#twitterfiction
19:26:00,"It's 7:26 pm., and you know what that means. Little Bother is upstairs in his room—Donna Gephart—http://bit.ly/1cjLsVu—#twitterfiction"
19:27:00,7:27 P.M. Pop's official time of death. My son was born one hour and nine minutes prior—Marita Golden—http://bit.ly/1cvFgUT—#twitterfiction
19:28:00,"At 7:28 pm. Bahr's Enigma board again lights up: “'Mosel' in new configuration. —D.Bercuson, ‎H.Herwig—http://bit.ly/1hQ9KUR—#twitterfiction"
19:29:00,"“Mrs. Myers"" signed into the White House at 7:29 pm Jackie is in Newport.—Nina Burleigh—http://bit.ly/1ckk9dK—#twitterfiction"
19:30:00,Fri. and Sat. 7:30 pm; boarding starts 30 mins prior to departure—Fodor's—http://bit.ly/NI8ERM—#twitterfiction
19:31:00,Her Nexopia logs show that on March 13 at 7:31 JR wrote two messages to Friends—Remington&Zickefoose—http://bit.ly/1eDsxUC—#twitterfiction
19:32:00,"“Mary Meyers"" signed into the White House at 7:32pm...Marilyn's overdose. Jackie flew to NY—Burleigh—http://bit.ly/1fSuf4p—#twitterfiction"
19:33:00,"The first torpedoes were sighted at 7:33, and the battleships began turning and twisting—R.Massie—http://bit.ly/1curCS2—#twitterfiction"
19:34:00,"It's brilliant! 7:34 PM, EST It works! My mom just asked me if I was ready to go.— Goldschmidt—http://bit.ly/1kLIGYz—#twitterfiction"
19:35:00,"7:35 pm Phil greets his guest of honor, who is closely followed—Harold H. Bloomfield, ‎Leonard Felder—http://bit.ly/1ckmky3—#twitterfiction"
19:36:00,At 7:36—22 minutes after Brickell was alerted 2 the flaming tissue—fire brigade received a call—Duhigg—http://bit.ly/1dO7I4I—#twitterfiction
19:37:00,It's 7:37 pm. Do You Know Where You Are? I am running for the train at Grand Central —Cameron Stracher—http://bit.ly/1jJqH5l—#twitterfiction
19:38:00,at 7:38 pm the names were placed on the watch list and the targeting finally began. —James Bamford—http://bit.ly/1mNPVEa—#twitterfiction
19:39:00,"It's on Sean's day, at 7:39pm. I'll just have to cut out early from whatever we're doing—Libby Schmais—http://bit.ly/1pMlKwi—#twitterfiction"
19:40:00,She hears her keys jingling somewhere beside her. She gropes the cold blades of 7:40 PM.—Joe Schreiber—http://bit.ly/1kmCyJc—#twitterfiction
19:41:00,7:41 P.M initialing the executed forms before inserting them...into different compartments—G.Higgins—http://bit.ly/1mXKrU0—#twitterfiction
19:42:00,"There had been black smoke the previous day at 7:42 pm, signaling an initial failed vote. —R.Moynihan—http://bit.ly/1fSmPON—#twitterfiction"
19:43:00,"it pushed a fresh gust of oxygen...feeding the fire like a bellows. At 7:43 pm, a train arrived—Duhigg—http://bit.ly/1i3ubCg—#twitterfiction"
19:44:00,7:44pm Wonder if Linda hates me She seemed noncommittal when I invited her to my poetry reading—Lanham—http://bit.ly/1eOA5PC—#twitterfiction
19:45:00,"I would therefore conclude that death occurred prior to 7:45 pm.—Julian Sher, ‎Theresa Burke—http://bit.ly/1kExflB—#twitterfiction"
19:46:00,"Friday, 7:46 PM Sarah and I continue to argue like an old married couple—Lee Robert Schreiber—http://bit.ly/1fyXbjv—#twitterfiction"
19:47:00,The following is an excerpt from a conversation at 7:47 pm: I got a call that Sullivan—Faulkner—http://bit.ly/1mNOJAC—#twitterfiction
19:48:00,"Perth, Australia, Thursday, April 4, 7:48 pm. ""Wow!"" said Tom. —Michael Coleman, Jason Levy—http://bit.ly/1eOChGU—#twitterfiction"
19:49:00,we buzzed the tower to signal the end of our great aerial adventure at 7:49 pm. —Arnold Palmer—http://bit.ly/NImK5z—#twitterfiction
19:50:00,7:50 pm. Sweet talk Mom out of the two week grounding—The Official Guide to the Black American Princess—http://bit.ly/MFr8l4—#twitterfiction
19:51:00,"The aircraft finally reached Cleveland at 7:51 pm., local time — ten flying hours later—John Keats—http://bit.ly/1lsivtc—#twitterfiction"
19:52:00,"Meanwhile, the clock was ticking, our 7:52 pm flight departure time looming heavy in my mind—Rich Roll—http://bit.ly/1jJIeKK—#twitterfiction"
19:53:00,It was 7:53 pm. She didn't feel like wearing a garter tonight—Jillian Larkin—http://bit.ly/1jJffqf—#twitterfiction
19:54:00,"He blinked. But he saw nothing.. Behind him, something moved again. 7:54 PM—Sam Enthoven—http://bit.ly/MFqvaX—#twitterfiction"
19:55:00,7:55 pm: Housemate assures me I haven't been horrible to Boyfriend.—Arianne Cohen—http://bit.ly/1bWecDj—#twitterfiction
19:56:00,"According to the digital light board on the Wells Fargo Bank building, the time was 7:56pm—Dean Koontz—http://bit.ly/1mNR7Yf—#twitterfiction"
19:57:00,McShane ordered at 7:57 pm. Gas launchers sent cartridges rocketing into the mobs.—Roberts&Klibanoff—http://bit.ly/1hB2SM9—#twitterfiction
19:58:00,the White House tried to bury the news of President Reagan's veto of sanctions against S.Africa—Smith—http://bit.ly/1fze5bQ—#twitterfiction
19:59:00,"The personnel carrier finally made it to town as another entry, from 7:59 pm., noted—Peter Edwards—http://bit.ly/1dORpVb—#twitterfiction"
20:00:00,"TIS eight o'clock,--a clear March night, The moon is up,--the sky is blue—William Wordsworth —http://bit.ly/1fimFAs—#twitterfiction"
20:01:00,missing 9 minutes on Flight 549 from 7:52 till 8:01 Mulder&Scully know about this missing time—Farrand—http://bit.ly/1eOG3jB—#twitterfiction
20:02:00,"at a certain moment, like 8:02 PM, we'd all whip them out in unison and start chanting—Turan&Papp—http://bit.ly/MERzXP—#twitterfiction"
20:03:00,You want to lose weight? Get that stuff out of your house...It's now 8:03 PM and I'm looking—J.Folger—http://bit.ly/1jJvnIi—#twitterfiction
20:04:00,"It was 8:04pm. The 1st shots began to sputter, rending the shadows which enveloped the town—Lacouture—http://bit.ly/1bWJHgu—#twitterfiction"
20:05:00,"he was there from 8:05 PM. to 11:59 PM. And on Sunday the 16th he was again there, alone—David Willman—http://bit.ly/1ltoX30—#twitterfiction"
20:06:00,"She was mesmerized for about 6 mins, and then she fell asleep at 8:06 pm. —Mandel&Young—http://bit.ly/1bWMohY—#twitterfiction"
20:07:00,The ticker printed its last price at 8:07 pm...This firm had no ground-floor ...—Thorp&Kassouf—http://bit.ly/1eDWGTQ—#twitterfiction
20:08:00,"SATURDAY, AUGUST 30 SUNRISE 6:57 AM SUNSET 8:08 PM.—Carla Buckley—http://bit.ly/OQQjD2—#twitterfiction"
20:09:00,"So at 8:09 pm. I came up w ith a plan. I jostled her and woke her up.—Howie Mandel, ‎Josh Young—http://bit.ly/1d8zLPh—#twitterfiction"
20:10:00,Nancy and Henry Kissinger arrived at a Manhattan restaurant at 8:10 pm.—George Will—http://bit.ly/NIlhMG—#twitterfiction
20:11:00,estimate that the hijacker jumped between 8:11 pm. and 8:16 pm. would mean the drop zone—G.Gray—http://bit.ly/1pNrx4E—#twitterfiction
20:12:00,Or was 8:12 pm. the time when the pilots reported it? —Geoffrey Gray—http://bit.ly/1d8zhJ3—#twitterfiction
20:13:00,"8:13 pm. As Winston sped down the back roads identical to those in GA, his car hood still wet —Morlan—http://bit.ly/1hR5N2a—#twitterfiction"
20:14:00,"Saturday, June 8 (Moon in Aries to Taurus 8:14 pm)...social contacts could be the magic link —BDD—http://bit.ly/MFmjba—#twitterfiction"
20:15:00,"Lyn lohnston estimated Steve arrived around 8:15 pm.—Julian Sher, ‎Theresa Burke—http://bit.ly/1ck5PC3—#twitterfiction"
20:16:00,8:16 J hated having facts jammed in2 his head lke ground meat being stuffed in2 a sausage sleeve—Smith—http://bit.ly/1i3nLTA—#twitterfiction
20:17:00,It was 8:17 pm. by my watch. By that time the hole was already deep enough—Martina Wildner—http://bit.ly/1hwcUPo—#twitterfiction
20:18:00,"At 8:18 P.M., P. Lumumba, Amanda's boss at Le Chic, texted her to say that it was slow at work—Dempsey—http://bit.ly/1fUQwyK—#twitterfiction"
20:19:00,8:19 Sidling down the corridor with a beatific smile a reflection of his own pleasant state—W.Brinkley—http://bit.ly/1clNu7z—#twitterfiction
20:20:00,"If you want to say 8:20 PM without adding the PM, add 12 to the number so that it reads 20:20—Kinkoph—http://bit.ly/1pSYe0H—#twitterfiction"
20:21:00,By 8:21 pm. the fog at last begins to lift.—Bercuson&Herwig—http://bit.ly/1hRjFJS—#twitterfiction
20:22:00,A checks her triathlon watch—8:22 pm.—and the tiny diode display seems fatally conspicuous—Heighton—http://bit.ly/1lrS2Mo—#twitterfiction
20:23:00,"At 8:23 pm. one of the doctors in attendance turned to Peron and said, ""She has no pulse.""—J.Page—http://bit.ly/1eEqQq1—#twitterfiction"
20:24:00,At 8:24 pm. on 13 October Admiral U-boats confirms that U305 is to put into Brest.—D.Bercuson&Herwig—http://bit.ly/1bWIvJT—#twitterfiction
20:25:00,"8:25 pm SATURDAY, OCTOBER 27 RFK checked back into the White House at 8:25 pm.—Michael Dobbs—http://bit.ly/1fzdZAN—#twitterfiction"
20:26:00,At 8:26 pm. Boston tower reported Hughes overhead—John Keats—http://bit.ly/MF1DA5—#twitterfiction
20:27:00,"The last thing she remembered was the luminous green numbers on her clock, glowing 8:27 P.M—S.Bissell—http://bit.ly/1koKY2Q—#twitterfiction"
20:28:00,"Screaming, Palmer ran forward— 8:28 pm. Winston thought he heard screams as he drove—A. R. Morlan—http://bit.ly/1mUU9GP—#twitterfiction"
20:29:00," at 8:29 p.m. and fifty-nine seconds, Jeff will be in the bedroom—Annabelle Gurwitch, Jeff Kahn—http://bit.ly/1koIilI—#twitterfiction"
20:30:00,"8:30 p.m.—Cassandra showered, dressed, borrowed apair of my earrings. —Olivia Mayfield—http://bit.ly/1fBvTsA—#twitterfiction"
20:31:00,As his wristwatch ticked forward to the fateful moment of 8:31 p.m.—Pat Milton—http://bit.ly/1fTOXRC—#twitterfiction
20:32:00,"web connection had been established at 8:32 pm. last Friday night, and lapsed an hour later.—John Saul—http://bit.ly/NHLAT1—#twitterfiction"
20:33:00,He was alive to send you the radiogram at 8:33 pm. but he never returned to the hospital—Otto Penzler—http://bit.ly/NhJj13—#twitterfiction
20:34:00, 8:34 PM Windows 95 lets you use the right mouse button to call up Control menus—Jack Nimersheim—http://bit.ly/1jKLNQD—#twitterfiction
20:35:00,The twelve-hour difference meant it was 8:35 pm. the previous evening back in New York. —Brett Battles—http://bit.ly/1bWhBSz—#twitterfiction
20:36:00,The sun set at 8:36pm by Cody's watch. Another 30 mins passed before dusk deepened to twilight—M. Hart—http://bit.ly/1hvr6rM—#twitterfiction
20:37:00,"One more call was made to O'Brien's home telephone, also at 8:37 pm —Joseph Wambaugh—http://bit.ly/MFaIsF—#twitterfiction"
20:38:00,"At 8:38 pm, Amanda sent an SMS reply to him: “Ci vcditimo piu tardi, buona scmla,""—Nina Burleigh—http://bit.ly/1d8wHmm—#twitterfiction"
20:39:00,The clock above the speaker's rostrum showed 8:39 P.M.—Joseph E. Persico—http://bit.ly/1hUmOZl—#twitterfiction
20:40:00,8:40 PM. Among the more ridiculous and wholly unsubstantiated fictions perpetuated by people—A.Maclean—http://bit.ly/1mP5z2a—#twitterfiction
20:41:00,"Tuesday, 8:41 pm. PST The hostage negotiator arrived twenty minutes later.—Lisa Gardner—http://bit.ly/1bWwDYC—#twitterfiction"
20:42:00,"r u just telling me words?? Charles [8:42 PM] nope Charles [8:42 PM] for real—E.Dickey—http://bit.ly/1hHOZMb—#twitterfiction"
20:43:00,McCormick had locked himself into a timeline that began at 6:00 P.M. and ended at 8:43 P.M.—M.Baron—http://bit.ly/1gLs8NL—#twitterfiction
20:44:00,"At exactly 8:44 pm, the executioner pulled the switch. —Jen Bryant—http://bit.ly/1jJdrO4—#twitterfiction"
20:45:00,FDR had rushed through the dinner to await an 8:45 PM. visit to his study from Lucy—J.Persico—http://bit.ly/1hQ9TYy—#twitterfiction
20:46:00,"... pronounced dead, at 8:46 pm...life support (ACLS) ""continued for 11 mins."" —Edwidge Danticat—http://bit.ly/1cuuiPi—#twitterfiction"
20:47:00,"At 8:47 pm, Bruno Richard Hauptmann was declared dead.—Jen Bryant—http://bit.ly/NivhMy—#twitterfiction"
20:48:00,"At 8:48 pm, Ernie became the first of our people to graduate from Central High School—Herb Boyd—http://bit.ly/1hAmEYj—#twitterfiction"
20:49:00,8:49 pm.: I am on the couch with a bucket of chicken watching One Life to Live—Mark Rosenberg—http://bit.ly/1lrZ6IJ—#twitterfiction
20:50:00,"At that hour, 8:50 pm., parking spaces were few and far between on 73rd Street. —Rex Stout—http://bit.ly/1ofE90U—#twitterfiction"
20:51:00,"Grace says, “This is it, 8:5, he's dead."" Is this death? The moment between breath and no breath?—Roth—http://bit.ly/NHWrMO—#twitterfiction"
20:52:00,"It's 8:52 pm. on a Sunday night, so no traffic. I want a nice hotel, you know—Geoffrey Wood—http://bit.ly/1mURWes—#twitterfiction"
20:53:00,placed the U-boat at a location roughly twenty-eight miles south of Amagansett at 8:53 p.m.—M.Dobbs—http://bit.ly/1clNULa—#twitterfiction
20:54:00,"When guard Gerard Clovis came to Jackson's aid at 8:54 pm, Craniord assaulted him—Hooper&Goldsher—http://bit.ly/1pMtiPp—#twitterfiction"
20:55:00,At 8:55 pm. another message came to Jones from Middleton. —John Toland—http://bit.ly/1kmCo4A—#twitterfiction
20:56:00,At 8:56 pm. Kidd hits the firing buzzer and another hedgehog salvo sails into the darkness—b&h—http://bit.ly/1eEaltS—#twitterfiction
20:57:00,"No one wants to be told to drop his trousers at 8:57 P.M., while loading the dishwasher—Lorilee Craker—http://bit.ly/1pQDgPK—#twitterfiction"
20:58:00,8:58 pm.: Elizabeth goes to the broom closet to get the fire extinguisher.—Francine Pascal—http://bit.ly/1fzyWf9—#twitterfiction
20:59:00,"and noticed that it was 8:59 p.m.""Dinnertime"" he said out loud.—Brian Falkner—http://bit.ly/1eI9cBJ—#twitterfiction"
21:00:00,"""...about 9:00pm."" The authorities were sure enough about that first presumed time of death—Sher&Burke—http://bit.ly/1hB3PUG—#twitterfiction"
21:01:00,"Officers arrived...at 9:01 pm, having received the boyfriend's report—Robert Keppel, ‎William J Birnes—http://bit.ly/1g25FdO—#twitterfiction"
21:02:00,They entered the house at 9:02 pm. on the evening of April Fools' Day—Robert Cormier—http://bit.ly/1cjPBsH—#twitterfiction
21:03:00,A team which turned in its answer at 9:03 pm Weds would defeat a team which handed in at 9:15—Hart—http://bit.ly/1d8VQgF—#twitterfiction
21:04:00,"At 9:04 pm left premises again, took bus to corner of Federico Lacroze and Alvarez Thomas—Manuel Puig—http://bit.ly/1fzfhMg—#twitterfiction"
21:05:00,"9:05 P.M. â""I've never seen so many priests and nuns."" Ari Tauber stared out of the Volvo—Glenn Meade—http://bit.ly/NKpSxG—#twitterfiction"
21:06:00,"So serve me a drink. Please. Next time I'll whistle; or wave a flag; Tues Jul 20, 9:06pm—Masterton—http://bit.ly/1mNMhdt—#twitterfiction"
